ANO_ESCOLAR	RBD	NOMBRE_ESTA	TIPO_DEPENDENCIA	RURAL_ESTAB	CP_REGION	NOM_REGION	COD_COMUNA	NOM_COMUNA	TOTAL_MATRICULA	TOTAL_DOCENTES	TOTAL_ASISTENTES
2013	2209	COLEGIO ANTONIO TRDAN ARKO	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6106	GRANEROS                                          	305	18	16
2013	2210	ESCUELA MUNICIPAL VILLA LA COMPANIA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6106	GRANEROS                                          	324	18	11
2013	2198	COLEGIO LA MERCED	4	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6101	RANCAGUA                                          	66	13	5
2013	2200	INSTITUTO O`HIGGINS	4	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6101	RANCAGUA                                          	2011	96	72
2013	2205	LICEO PROFESOR MISAEL LOBOS MONROY	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6106	GRANEROS                                          	435	26	9
2013	2206	ESCUELA SIXTO MENDEZ PARADA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6106	GRANEROS                                          	481	24	14
2013	2207	ESCUELA HERNAN OLGUIN MAYBE	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6106	GRANEROS                                          	726	27	15
2013	2220	COLEGIO PARTICULAR SAN MARTIN	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6106	GRANEROS                                          	90	13	4
2013	2222	LICEO ALBERTO HURTADO	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6110	MOSTAZAL                                          	512	27	14
2013	2223	COLEGIO ANDRES BELLO	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6110	MOSTAZAL                                          	620	35	19
2013	2224	LICEO ELVIRA SANCHEZ DE GARCES	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6110	MOSTAZAL                                          	405	33	16
2013	2226	ESC. HIJOS DEL SOL	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6110	MOSTAZAL                                          	199	15	10
2013	2227	ESC. SAN FRANCISCO DE ASIS	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6110	MOSTAZAL                                          	157	15	8
2013	2212	ESCUELA MUNICIPAL DE TUNICHE	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6106	GRANEROS                                          	165	12	5
2013	2215	ESCUELA MUNICIPAL DE LAS HIGUERAS	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6106	GRANEROS                                          	0	0	1
2013	2217	COLEGIO PARTICULAR NUESTRA SENORA	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6106	GRANEROS                                          	611	34	29
2013	2218	COLEGIO PARTICULAR GRANEROS	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6106	GRANEROS                                          	946	44	20
2013	2219	ESCUELA AGRICOLA CRISTO OBRERO	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6106	GRANEROS                                          	324	23	16
2013	2235	COLEGIO MARIANO LATORRE	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6102	CODEGUA                                           	96	10	8
2013	2236	ESCUELA EUGENIO GARCIA FERNANDEZ	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6102	CODEGUA                                           	78	9	8
2013	2237	COLEGIO MUNICIPAL DE CALLEJONES	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6102	CODEGUA                                           	48	8	6
2013	2238	COLEGIO SANTA TERESA DE TUNCA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6102	CODEGUA                                           	49	8	3
2013	2240	COLEGIO MUNICIPAL CRISTO DEL PARQUE	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6102	CODEGUA                                           	137	14	13
2013	2243	COLEGIO NATALIA PERALTA P	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6102	CODEGUA                                           	31	5	7
2013	2228	ESCUELA EL RINCON	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6110	MOSTAZAL                                          	252	14	9
2013	2231	COLEGIO DEL CAMINO REAL	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6110	MOSTAZAL                                          	158	14	8
2013	2232	ESC. DE PARV. LAURITA VICUNA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6110	MOSTAZAL                                          	207	8	9
2013	2233	COLEGIO PARTICULAR SAN ANDRES	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6110	MOSTAZAL                                          	139	18	8
2013	2234	COLEGIO JESUS ANDINO	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6102	CODEGUA                                           	678	40	29
2013	2250	COL. STA. TERESA DE LOS ANDES	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6108	MACHALÍ                                           	166	19	9
2013	2251	COLEGIO BELLAVISTA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6108	MACHALÍ                                           	202	21	11
2013	2255	ESC. SAN JUAQUIN DE LOS MAYOS	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6108	MACHALÍ                                           	42	5	4
2013	2257	ESCUELA CHACAYES	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6108	MACHALÍ                                           	24	1	2
2013	2258	ESCUELA PARTICULAR SAN LORENZO	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6108	MACHALÍ                                           	128	14	8
2013	2259	COLEGIO PARTICULAR ARTURO PRAT	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6108	MACHALÍ                                           	813	37	13
2013	2244	INSTITUTO LAUTARO DE CODEGUA	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6102	CODEGUA                                           	274	23	1
2013	2246	COLEGIO JUAN TACHOIRE MOENA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6108	MACHALÍ                                           	68	10	12
2013	2247	COLEGIO GABRIELA MISTRAL	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6108	MACHALÍ                                           	454	36	20
2013	2248	PARVULARIO GRAL. O. BONILLA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6108	MACHALÍ                                           	224	13	13
2013	2249	COLEGIO LOS LLANOS	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6108	MACHALÍ                                           	567	33	18
2013	2266	ESCUELA BASICA CAMPO LINDO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6116	REQUÍNOA                                          	236	16	12
2013	2267	ESC. REPUBLICA DE FRANCIA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6116	REQUÍNOA                                          	334	19	15
2013	2268	ESCUELA MUNICIPAL SANTA AMALIA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6116	REQUÍNOA                                          	124	10	7
2013	2269	ESCUELA MUNICIPAL EL RINCON	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6116	REQUÍNOA                                          	91	9	4
2013	2271	ESCUELA MUNICIPAL SUECIA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6116	REQUÍNOA                                          	32	7	2
2013	2274	COLEGIO LA PIMPINELA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6116	REQUÍNOA                                          	39	6	2
2013	2260	COLEGIO COYA	4	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6108	MACHALÍ                                           	743	56	29
2013	2262	COL.MARIA VILLALOBOS ARTEAGA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6111	OLIVAR                                            	534	30	19
2013	2263	ESCUELA MUNICIPAL DE GULTRO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6111	OLIVAR                                            	498	31	19
2013	2264	ESCUELA NUESTRA SRA. DE LA MERCED	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6111	OLIVAR                                            	234	18	10
2013	2265	ESCUELA BERTA SAAVEDRA SEGURA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6116	REQUÍNOA                                          	470	25	18
2013	2280	LICEO POLITECNICO TOMAS MARIN DE POVEDA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	635	30	15
2013	2282	COLEGIO MUNICIPAL LO DE LOBO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	154	18	5
2013	2283	LICEO LUIS URBINA FLORES	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	804	41	22
2013	2284	ESCUELA LA PAZ	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	756	32	34
2013	2285	COLEGIO MANUEL FRANCISCO CORREA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	355	34	10
2013	2286	COLEGIO MUNICIPAL LUIS GALDAMES	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	1022	54	39
2013	2275	ESCUELA DAVID DEL CURTO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6116	REQUÍNOA                                          	236	15	10
2013	2276	ESCUELA MARTA LEON VARGAS	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6116	REQUÍNOA                                          	0	0	0
2013	2277	ESCUELA PARTICULAR DOMINGO SAAVEDRA	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6116	REQUÍNOA                                          	395	18	17
2013	2278	LICEO SAN JOSE DE REQUINOA	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6116	REQUÍNOA                                          	1566	73	47
2013	2279	ESCUELA CANADA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6116	REQUÍNOA                                          	339	17	15
2013	2294	COLEGIO MUNICIPAL LA ESMERALDA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	304	18	8
2013	2296	COLEGIO MUNICIPAL LO CARTAGENA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	148	18	3
2013	2297	ESCUELA GUSTAVO BISQUERTT S.	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	112	14	4
2013	2299	COLEGIO MUNICIPAL EL CERRILLO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	110	18	3
2013	2300	ESCUELA LA ISLA EMMA ESCOBAR DE LAGOS	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	273	16	11
2013	2301	COLEGIO MUNICIPAL DE APALTA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	296	16	11
2013	2288	ESCUELA CARLOS CONDELL DE LA HAZA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	117	16	3
2013	2289	ESCUELA REPUBLICA DE ALEMANIA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	520	34	18
2013	2291	ESCUELA DIFERENCIAL TERESA NARETTO DE NICOLETTI	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	97	12	21
2013	2292	ESCUELA VICENTE HUIDOBRO	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	185	18	7
2013	2293	COLEGIO MUNICIPAL LOS CHOAPINOS	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	67	10	4
2013	2310	ESC.ALCIDES REYES FRIAS	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6109	MALLOA                                            	377	27	14
2013	2311	ESCUELA PELEQUEN	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6109	MALLOA                                            	390	34	10
2013	2312	ESCUELA MUNICIPAL DE PANQUEHUE	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6109	MALLOA                                            	170	21	15
2013	2313	ESCUELA MUNICIPAL DE LIMAHUE	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6109	MALLOA                                            	184	20	7
2013	2314	ESCUELA MUNICIPAL DE CORCOLEN	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6109	MALLOA                                            	112	18	7
2013	2318	ESCUELA MUNICIPAL DE PELEQUEN VIEJO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6109	MALLOA                                            	8	5	1
2013	2302	ESCUELA BASICA VICTOR NICOLETTI TAMANINI	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	127	13	6
2013	2304	COLEGIO MUNICIPAL VILLA DEL COBIL	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	31	12	2
2013	2307	ESCUELA MARTA AVARIA SALVATIERRA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	85	14	4
2013	2308	COLEGIO SAN ANTONIO DEL BALUARTE	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	894	56	38
2013	2309	CENTRO EDUCACIONAL ASUNCION	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6115	RENGO                                             	577	36	18
2013	2325	COLEGIO RAÚL RAMÍREZ MAYOL	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6114	QUINTA DE TILCOCO                                 	209	19	9
2013	2326	COLEGIO SAGRADO CORAZON DE JESUS	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6114	QUINTA DE TILCOCO                                 	711	40	27
2013	2327	COLEGIO MUNICIPAL DE EDUCACION ESPECIAL	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6114	QUINTA DE TILCOCO                                 	40	4	3
2013	2328	ESCUELA ESPECIAL PAULA JARAQUEMADA	1	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	116	16	17
2013	2329	LICEO IGNACIO CARRERA PINTO	1	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	1102	54	25
2013	2330	ESC.CARMEN GALLEGOS DE ROBLE	1	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	1037	53	26
2013	2319	LICEO REPUBLICA DE ITALIA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6114	QUINTA DE TILCOCO                                 	810	56	25
2013	2320	VIOLETA FUENTES CARVAJAL	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6114	QUINTA DE TILCOCO                                 	135	17	8
2013	2321	ESCUELA AMPARO RAYO HORTA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6114	QUINTA DE TILCOCO                                 	196	18	9
2013	2322	ESCUELA RURAL LA VINILLA	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	17	2	1
2013	2324	ESCUELA JAIME FELDMAN MILLER	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6114	QUINTA DE TILCOCO                                 	165	15	3
2013	2338	ESC.JUAN BARROS ROLDAN	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	125	11	2
2013	2339	ESCUELA MUNICIPAL ZUNIGA	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	362	17	6
2013	2341	ESCUELA MUNICIPAL EL NARANJAL	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	15	4	1
2013	2342	ESCUELA MUNICIPAL MILLAHUE	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	9	1	0
2013	2343	ESCUELA MUNICIPAL TOQUIHUA	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	58	6	3
2013	2347	ESC.PARROCO M.BUSTAMANTE	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	183	14	2
2013	2331	CENTRO EDUC. REQUEGUA	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	88	9	3
2013	2333	ESC.GUIDO ASSIS GONZALEZ	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	170	15	5
2013	2334	ESCUELA MUNICIPAL RASTROJOS	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	206	14	6
2013	2335	ESC. ENRIQUE YANEZ GONZALEZ	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	78	9	3
2013	2336	ESCUELA EL LIBERTADOR	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	163	16	5
2013	2355	COLEGIO EL SALVADOR	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	893	45	16
2013	2356	COLEGIO SANTA INES	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	828	38	24
2013	2358	JARDIN INFANTIL EL PRINCIPITO VALIENTE	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	96	6	3
2013	2359	ESCUELA LARMAHUE	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6113	PICHIDEGUA                                        	175	17	8
2013	2360	CENTRO EDUCATIVO SIGLO XXI	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6113	PICHIDEGUA                                        	150	14	8
2013	2361	ESCUELA ENRIQUE SERRANO DE VIALE RIGO	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6113	PICHIDEGUA                                        	482	34	21
2013	2348	ESCUELA MUNICIPAL VINA TAGUA TAGUA	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	121	11	3
2013	2349	ESCUELA MUNICIPAL LA LAGUNA	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	31	5	1
2013	2350	ESCUELA SAN ALBERTO DE IDAHUE	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	10	2	1
2013	2352	ESCUELA LAS PATAGUAS	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	0	1	0
2013	2353	ESCUELA MUNICIPAL CUCHIPUY	1	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6117	SAN VICENTE                                       	20	2	1
2013	2367	ESCUELA BASICA JOSE BERNALES CASTILLO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6113	PICHIDEGUA                                        	96	12	4
2013	2372	ESCUELA MUNICIPAL EL SALTO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6113	PICHIDEGUA                                        	22	4	2
2013	2373	ESCUELA BASICA SAN JOSE	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6113	PICHIDEGUA                                        	51	7	5
2013	2374	ESCUELA MUNICIPAL DE CALEUCHE	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6113	PICHIDEGUA                                        	74	7	4
2013	2375	LICEO LATINOAMERICANO	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6113	PICHIDEGUA                                        	472	25	13
2013	2377	ESCUELA ESPECIAL DE ADULTOS F Nº 142	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6112	PEUMO                                             	63	1	0
2013	2362	ESCUELA AMELIA LYNCH DE LYON	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6113	PICHIDEGUA                                        	205	17	7
2013	2363	ESCUELA MUNICIPAL DE SAN ROBERTO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6113	PICHIDEGUA                                        	148	16	4
2013	2364	ESCUELA REINO DE DINAMARCA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6113	PICHIDEGUA                                        	194	18	6
2013	2365	ESCUELA BASICA PATAGUAS CERRO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6113	PICHIDEGUA                                        	309	20	7
2013	2366	ESCUELA FERNANDO HUERTA PENA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6113	PICHIDEGUA                                        	37	6	4
2013	2386	ESCUELA PART. LUIS GARCIA DE LA HUERTA	3	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6112	PEUMO                                             	421	22	14
2013	2387	ESCUELA MUNICIPAL OSVALDO RUIZ GARCIA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	192	18	12
2013	2388	ESCUELA MUNIC.SBTE LUIS CRUZ MARTINEZ	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	245	18	12
2013	2389	COLEGIO NUESTRA SEÑORA DE LORETO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	342	22	10
2013	2390	COLEGIO QUILLAYQUEN RINCONADA DE PARRAL	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	154	17	6
2013	2378	LICEO JEAN BUCHANAN DE LARRAIN	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6112	PEUMO                                             	462	37	19
2013	2379	ESCUELA BASICA ANTONIO DE ZUNIGA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6112	PEUMO                                             	527	34	24
2013	2380	ESCUELA MUNICIPAL ALCALDE G. BURMESTER	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6112	PEUMO                                             	205	16	7
2013	2381	ESCUELA JUAN VALDES ORTUZAR	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6112	PEUMO                                             	150	17	10
2013	2384	ESCUELA BASICA ROSARIO DE CODAO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6112	PEUMO                                             	123	12	10
2013	2397	ESCUELA CAPITAN IGNACIO CARRERA PINTO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	283	19	12
2013	2398	ESCUELA SUBTTE. ARTURO PEREZ CANTO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	149	21	10
2013	2400	ESCUELA PARTICULAR AMADA SOFIA GARCIA	3	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	360	17	20
2013	2401	ESCUELA AGRICOLA SAN VICENTE DE PAUL	3	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	189	19	19
2013	2391	ESC. SUBTENIENTE JULIO MONTT SALAMANCA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	61	10	7
2013	2392	ESC. LUCILA GODOY ALCAYAGA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	59	9	2
2013	2393	ESCUELA MUNICIPAL DE LO DE CUEVAS	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	88	15	5
2013	2394	ESCUELA MUNICIPAL JOSEFINA VIAL DE VIAL	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	53	7	3
2013	2395	ESCUELA MUNICIPAL DE VINA LA CRUZ	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	206	18	8
2013	2396	ESCUELA MUNICIPAL DE RINCONADA DE IDAHUE	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6104	COLTAUCO                                          	26	6	3
2013	2414	COLEGIO MUNICIPAL LA ISLA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6105	DOÑIHUE                                           	298	19	10
2013	2415	ESCUELA LO MIRANDA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6105	DOÑIHUE                                           	255	17	9
2013	2416	COLEGIO REPUBLICA DE CHILE	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6105	DOÑIHUE                                           	306	21	9
2013	2417	ESCUELA CERRILLOS	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6105	DOÑIHUE                                           	57	10	5
2013	2406	LICEO MUNICIPAL LUIS GREGORIO VALENZUELA LAVIN	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6103	COINCO                                            	184	21	7
2013	2407	ESCUELA MUNICIPAL CHILLEHUE	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6103	COINCO                                            	165	22	11
2013	2409	ESCUELA MUNICIPAL COPEQUEN	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6103	COINCO                                            	307	19	9
2013	2410	ESCUELA MUNICIPAL EL RULO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6103	COINCO                                            	72	11	4
2013	2411	LICEO CLAUDIO ARRAU LEON	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6105	DOÑIHUE                                           	575	34	12
2013	2412	ESCUELA LAURA MATUS MELENDEZ	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6105	DOÑIHUE                                           	534	36	13
2013	2413	ESC. DE PARVULOS MIS PRIMEROS PASOS	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6105	DOÑIHUE                                           	118	9	9
2013	2427	ESCUELA MUNICIPAL MAESTRO JORGE LOPEZ OSORIO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6107	LAS CABRAS                                        	177	14	10
2013	2428	ESCUELA REPUBLICA DE GRECIA	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6107	LAS CABRAS                                        	210	14	11
2013	2429	COLEGIO INES DE SUAREZ	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6107	LAS CABRAS                                        	248	14	13
2013	2432	ESCUELA MUNICIPAL VILMA ALIAGA CALDERON	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6107	LAS CABRAS                                        	204	15	10
2013	2419	COLEGIO JULIO SILVA LAZO	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6105	DOÑIHUE                                           	187	12	6
2013	2420	ESCUELA PLAZUELA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6105	DOÑIHUE                                           	201	16	5
2013	2422	LICEO FRANCISCO ANTONIO ENCINA ARMANET	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6107	LAS CABRAS                                        	873	37	21
2013	2423	ESCUELA BASICA ROMILIO ARELLANO TRONCOSO	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6107	LAS CABRAS                                        	376	23	23
2013	2424	ESCUELA OSVALDO CORREA FUENZALIDA	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6107	LAS CABRAS                                        	161	14	10
2013	2425	ESCUELA MUNICIPAL DE LOS AROMOS	2	1	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6107	LAS CABRAS                                        	120	15	7
2013	2426	ESC. CONTRAMAESTRE CONSTANTINO MICALVI	2	0	6	DEL LIBERTADOR BERNARDO OHIGGINS                  	6107	LAS CABRAS                                        	264	17	14
